Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Michael Bates (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,
"Amir Hamza (Afghanistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,6,4,9,,
"Colin de Grandhomme (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,29,149,178,51
"Peter Forrest (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,,,,,,,
"Danny Briggs (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
"Max Sorensen (Ireland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,42,22,6,,,
"Timm van der Gugten (Netherlands)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,
"Raza-ur-Rehman (Canada)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,104,,,,,
"Craig Wallace (Scotland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,121,133,74,38
"Zakiullah Zaki (Afghanistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
"Farhaan Behardien (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,117,400,259,125,1,
"Shannon Gabriel (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,,0
"Rahat Ali (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,8,0,,,
"Sajeewa Weerakoon (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
"Tim Murtagh (Ireland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,33,12,21,36,31,13,25
"Najibullah Zadran (Afghanistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,38,308,276,59,373,193
"Damodar Daesrath (Canada)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,71,,,,,,
"Jeremy Gordon (Canada)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,,,,,
"Darren Ramsammy (Canada)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
"Zeeshan Siddiqi (Canada)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,7,,,,,
"Abul Hasan (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,,,7,
"Ziaur Rahman (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,73,,,,,
"Dean Elgar (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,5,,,6,
"Glenn Maxwell (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,387,380,644,228,272,207,458
"Raza Hasan (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
"Dilshan Munaweera (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,
"Akila Dananjaya (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,115,161,7
"Sohag Gazi (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,53,69,,,,,
"Veerasammy Permaul (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,,,,8,,
"Todd Astle (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,5,10
"Anamul Haque (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,66,631,58,,,88,
"Mominul Haque (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,136,334,4,,,14,
"Joe Root (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,872,723,796,983,946,405
"Corey Anderson (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,350,441,129,62,,
"Mitchell McClenaghan (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,43,23,31,,,
"Colin Munro (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,77,170,279,254,199
"James Neesham (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,63,92,252,321,,204
"Henry Davids (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,
"Quinton de Kock (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741,741,511,857,956,327,537
"Chris Morris (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,21,118,172,69,
"Aaron Phangiso (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,18,21,15,,,
"Bhuvneshwar Kumar (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,94,62,49,2,132,101,83
"Mohammed Shami (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,58,36,,7,0,15
"Kusal Perera (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,506,420,376,91,367,190
"Ben Cutting (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,26,,,,,
"Kane Richardson (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,,19,0,15,5
"Jason Holder (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,41,263,236,410,405,151
"Hamish Rutherford (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,
"Nathan Coulter-Nile (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,50,0,16,10,34,34
"Kyle Abbott (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,29,26,16,,,
"Ehsan Adil (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,22,,,,
"Tinotenda Mutombodzi (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,87,,,,
"Neil Carter (Scotland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
"Matthew Machan (Scotland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,136,309,0,,,
"David Murphy (Scotland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,
"Iain Wardlaw (Scotland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,6,,,,
"Rahmat Shah (Afghanistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,61,,341,551,722,288
"Mohibullah Paak (Afghanistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
"Kithuruwan Vithanage (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,34,,,,,
"Robert Taylor (Scotland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,61,26,18,,,
"Nikhil Dutta (Canada)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
"Rayyankhan Pathan (Canada)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
"Angelo Perera (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,7,,,31
"Shamsur Rahman (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,145,,,,,
"Richmond Mutumbami (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,363,89,,,
"Michael Rippon (Netherlands)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,,,,54,
"Paul van Meekeren (Netherlands)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,,,,15,
"Sikandar Raza (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,399,814,241,211,633,38
"Vijay Shankar (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165
"Mohit Sharma (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,18,,,,
"Kedar Jadhav (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,126,90,561,87,290
"Siddarth Kaul (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Jasprit Bumrah (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,7
"Yuzvendra Chahal (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,15,18
"Rishi Dhawan (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,
"Dhawal Kulkarni (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,25,,,
"Ambati Rayudu (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,584,267,103,,392,247
"Manish Pandey (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,190,171,8,
"Stuart Binny (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,190,,,,
"Chris Lynn (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,59,
"Karn Sharma (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
"Karun Nair (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,
"KL Rahul (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,52,69,26
"Faiz Fazal (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,
"Michael Neser (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,
"Gurkeerat Singh Mann (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,
"Asad Ali (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,
"James Shannon (Ireland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
"Freddie Coleman (Scotland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,104,79,,,,
"Matthew Cross (Scotland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,140,50,200,387,87
"Michael Leask (Scotland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,60,25,97,134,8
"Ashton Agar (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,9,130,
"Haris Sohail (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,235,494,,,186,360
"Zulfiqar Babar (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,,,,
"Michael Chinouya (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
"David Wiese (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,68,,,
"Sohaib Maqsood (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,209,153,10,,,
"Benjamin Cooper (Netherlands)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,3,,,,39,
"Kenneth Kamyuka (Canada)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
"Fawad Ahmed (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
"Gary Ballance (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,261,36,,,,
"Hamish Gardiner (Scotland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,112,125,,,,
"Edward Richardson (Ireland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,
"Stuart Thompson (Ireland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,130,39,,59,,
"Chris Jordan (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,101,22,32,,,
"Hashmatullah Shahidi (Afghanistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,67,,152,90,353,190
"Dhiren Gondaria (Kenya)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,
"Gurdeep Singh (Kenya)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
"Ish Sodhi (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,44,12
"Afsar Zazai (Afghanistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,103,,22,,
"Shan Masood (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111
"Al-Amin Hossain (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,
"Anton Devcich (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,84,,18,,,
"Sheldon Cottrell (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,11,0,12
"Bilawal Bhatti (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,18,9,,,,
"Sharjeel Khan (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,93,,368,250,,
"Usman Shinwari (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6
"Ashan Priyanjan (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,327,18,,,,
"Vivian Kingma (Netherlands)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
"Matthew Henry (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,132,5,0,23
"Ahmed Raza (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,16,3,88,94,
"Manjula Guruge (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,,,,
"Kamran Shahzad (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,,,,
"Swapnil Patil (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,156,,,,
"Rohan Mustafa (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,8,62,297,224,20
"Salman Faris (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,
"Shaiman Anwar (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,458,72,146,204,210
"Mohammad Mithun (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,215,179
"Arafat Sunny (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,38,,,,
"Sabbir Rahman (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,399,214,289,69,165
"Miguel Cummins (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,10,,
"Chaturanga de Silva (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,14,,
"Moeen Ali (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,376,145,402,277,73
"Stephen Parry (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
"Beuran Hendricks (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Najeeb Tarakai (Afghanistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
"Aizaz Khan (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,37,88,14,50,
"Babar Hayat (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,54,249,245,114,
"Mark Chapman (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,9,
"Haseeb Amjad (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,4,10,,,
"Nizakat Khan (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,48,264,140,185,
"Tanwir Afzal (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,81,88,49,66,
"Waqas Barkat (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,33,0,,23,
"Binod Bhandari (Nepal)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
"Shakti Gauchan (Nepal)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
"Subash Khakurel (Nepal)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,
"Gyanendra Malla (Nepal)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,75
"Basant Regmi (Nepal)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0
"Sagar Pun (Nepal)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
"Sompal Kami (Nepal)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,58
"Sharad Vesawkar (Nepal)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
"Paras Khadka (Nepal)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,156
"Andy McBrine (Ireland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,106,23,66,14
"Ehsan Nawaz (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,11,19,
"Taskin Ahmed (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,9,29,,
"Usman Ghani (Afghanistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,92,,3,,
"Ankur Sharma (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,
"Fayyaz Ahmed (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,4,,,
"Krishna Chandran (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,38,15,,,
"Mohammad Naveed (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,73,3,93,118,58
"Mohammad Shahzad (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,49,,,
"Harry Gurney (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,
"Axar Patel (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,51,79,11,,
"Parvez Rasool (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
"Jermaine Blackwood (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
"Sharafuddin Ashraf (Afghanistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,35,0
"Donald Tiripano (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,20,60,0,115,0
"Nasir Jamal (Afghanistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,77,,96,112,
"Niroshan Dickwella (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,179,826,415,147
"John Nyumbu (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,15,,,,
"Luke Jongwe (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,195,14,,,
"Neville Madziva (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,5,18,,,
"Rilee Rossouw (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,681,413,,,
